Datetime,Open,High,Low,Close,Volume
2023-09-01 13:00:43,1.0865,1.08653,1.08642,1.08642,10.0
2023-09-01 13:00:44,1.0864,1.08646,1.08635,1.08641,5.0
2023-09-01 13:00:45,1.08637,1.08641,1.08637,1.08638,7.0
2023-09-01 13:00:46,1.08638,1.08641,1.08634,1.08639,5.0
2023-09-01 13:00:47,1.08634,1.08637,1.08632,1.08635,5.0
2023-09-01 13:00:48,1.0864,1.08643,1.08635,1.0864,1.0
2023-09-01 13:00:49,1.08642,1.08646,1.08641,1.08642,5.0
2023-09-01 13:00:50,1.08643,1.08647,1.08643,1.08645,6.0
2023-09-01 13:00:51,1.08644,1.08647,1.08644,1.08644,5.0
2023-09-01 13:00:52,1.08641,1.08648,1.08641,1.08645,5.0
2023-09-01 13:00:53,1.08641,1.08643,1.0864,1.0864,4.0
2023-09-01 13:00:54,1.08638,1.08642,1.08638,1.08638,12.0
2023-09-01 13:00:55,1.08639,1.08643,1.08639,1.08639,5.0
2023-09-01 13:00:56,1.08641,1.08648,1.08641,1.08641,5.0
2023-09-01 13:00:57,1.08644,1.08647,1.08644,1.08644,5.0
2023-09-01 13:00:58,1.08645,1.08648,1.08645,1.08645,4.0
2023-09-01 13:00:59,1.08645,1.08648,1.08644,1.08644,4.0
2023-09-01 13:01:00,1.08644,1.08648,1.08644,1.08645,5.0
2023-09-01 13:01:01,1.08643,1.08647,1.08641,1.08644,13.0
2023-09-01 13:01:02,1.08641,1.08647,1.08641,1.08644,5.0
2023-09-01 13:01:03,1.08644,1.08647,1.08638,1.08639,4.0
2023-09-01 13:01:04,1.0864,1.08643,1.08639,1.0864,4.0
2023-09-01 13:01:05,1.08639,1.08642,1.08639,1.08639,5.0
2023-09-01 13:01:06,1.0864,1.08646,1.0864,1.0864,4.0
2023-09-01 13:01:07,1.08645,1.08651,1.08645,1.08645,2.0
2023-09-01 13:01:08,1.08646,1.08648,1.08639,1.08646,4.0
2023-09-01 13:01:09,1.08639,1.08641,1.08638,1.08639,5.0
2023-09-01 13:01:10,1.08641,1.08644,1.08636,1.08637,5.0
2023-09-01 13:01:11,1.08648,1.08654,1.08644,1.08651,1.0
2023-09-01 13:01:12,1.08651,1.08652,1.08648,1.08651,1.0
2023-09-01 13:01:13,1.08647,1.0865,1.08646,1.08647,5.0
2023-09-01 13:01:14,1.08642,1.08648,1.08641,1.08641,9.0
2023-09-01 13:01:15,1.08642,1.08646,1.08642,1.08643,8.0
2023-09-01 13:01:16,1.08643,1.08646,1.08639,1.08644,2.0
2023-09-01 13:01:17,1.08635,1.08638,1.08635,1.08637,6.0
2023-09-01 13:01:18,1.08638,1.08641,1.08634,1.08638,1.0
2023-09-01 13:01:19,1.08634,1.08638,1.08634,1.08635,6.0
2023-09-01 13:01:20,1.08634,1.08638,1.0863,1.08631,10.0
2023-09-01 13:01:21,1.0863,1.08636,1.0863,1.08634,1.0
2023-09-01 13:01:22,1.08633,1.08634,1.0863,1.08633,2.0
2023-09-01 13:01:23,1.08629,1.08633,1.08626,1.08629,5.0
2023-09-01 13:01:24,1.08626,1.0863,1.08626,1.08626,4.0
2023-09-01 13:01:25,1.08627,1.0863,1.08626,1.08626,4.0
2023-09-01 13:01:26,1.08626,1.0863,1.08625,1.08625,10.0
2023-09-01 13:01:27,1.08628,1.08632,1.08628,1.08628,11.0
2023-09-01 13:01:28,1.08627,1.08631,1.08625,1.08626,10.0
2023-09-01 13:01:29,1.08625,1.08629,1.08624,1.08626,6.0
2023-09-01 13:01:30,1.08609,1.08623,1.08609,1.08615,5.0
2023-09-01 13:01:31,1.08604,1.08612,1.08604,1.08609,4.0
2023-09-01 13:01:32,1.08603,1.08607,1.08594,1.08594,5.0
2023-09-01 13:01:33,1.08594,1.08598,1.08594,1.08594,5.0
2023-09-01 13:01:34,1.08594,1.08598,1.08585,1.08595,5.0
2023-09-01 13:01:35,1.08586,1.0859,1.08586,1.08586,7.0
2023-09-01 13:01:36,1.08587,1.08589,1.08585,1.08587,2.0
2023-09-01 13:01:37,1.08592,1.08595,1.08587,1.0859,10.0
2023-09-01 13:01:38,1.08586,1.08592,1.08586,1.0859,1.0
2023-09-01 13:01:39,1.0859,1.08592,1.0859,1.0859,0.0
2023-09-01 13:01:40,1.08588,1.08593,1.08588,1.0859,2.0
2023-09-01 13:01:41,1.08592,1.08597,1.08591,1.08592,5.0
2023-09-01 13:01:42,1.08592,1.08596,1.08584,1.08587,6.0
2023-09-01 13:01:43,1.08584,1.08587,1.08582,1.08585,1.0
2023-09-01 13:01:44,1.08584,1.08589,1.08583,1.08583,4.0
2023-09-01 13:01:45,1.08587,1.08593,1.08587,1.08587,0.0
2023-09-01 13:01:46,1.0859,1.08594,1.0859,1.0859,5.0
2023-09-01 13:01:47,1.0859,1.08592,1.0859,1.0859,2.0
2023-09-01 13:01:48,1.0859,1.08593,1.08584,1.08584,5.0
2023-09-01 13:01:49,1.08578,1.08584,1.08578,1.08582,7.0
2023-09-01 13:01:50,1.08579,1.08582,1.08577,1.08577,1.0
2023-09-01 13:01:51,1.08579,1.08583,1.08579,1.0858,2.0
2023-09-01 13:01:52,1.0858,1.08583,1.0858,1.0858,1.0
2023-09-01 13:01:53,1.08581,1.08584,1.0858,1.08581,1.0
2023-09-01 13:01:54,1.0858,1.08583,1.08574,1.0858,1.0
2023-09-01 13:01:55,1.08574,1.08577,1.08573,1.08573,1.0
2023-09-01 13:01:56,1.08573,1.08577,1.08573,1.08573,5.0
2023-09-01 13:01:57,1.08572,1.08577,1.0857,1.08572,5.0
2023-09-01 13:01:58,1.08571,1.08576,1.08571,1.08572,11.0
2023-09-01 13:01:59,1.08571,1.08576,1.08571,1.08571,5.0
2023-09-01 13:02:00,1.0858,1.08581,1.08573,1.08579,2.0
2023-09-01 13:02:01,1.08575,1.0858,1.08569,1.08569,1.0
2023-09-01 13:02:02,1.08566,1.0857,1.08565,1.08566,11.0
2023-09-01 13:02:03,1.08567,1.08569,1.08565,1.08568,5.0
2023-09-01 13:02:04,1.08568,1.08574,1.08568,1.0857,2.0
2023-09-01 13:02:05,1.08573,1.08577,1.08573,1.08574,2.0
2023-09-01 13:02:06,1.08588,1.0859,1.08575,1.08578,2.0
2023-09-01 13:02:07,1.08588,1.08599,1.08588,1.08588,1.0
2023-09-01 13:02:08,1.08595,1.08599,1.08594,1.08596,2.0
2023-09-01 13:02:09,1.08594,1.08599,1.08594,1.08594,6.0
2023-09-01 13:02:10,1.08597,1.08606,1.08597,1.08602,1.0
2023-09-01 13:02:11,1.08603,1.08607,1.08602,1.08603,1.0
2023-09-01 13:02:12,1.08604,1.08605,1.086,1.086,2.0
2023-09-01 13:02:13,1.08604,1.08607,1.08601,1.08603,5.0
2023-09-01 13:02:14,1.08604,1.08607,1.08592,1.08595,5.0
2023-09-01 13:02:15,1.08594,1.08604,1.08593,1.08594,5.0
2023-09-01 13:02:16,1.08603,1.08606,1.08599,1.086,5.0
2023-09-01 13:02:17,1.08601,1.08603,1.08597,1.08599,1.0
2023-09-01 13:02:18,1.08601,1.08604,1.086,1.08601,2.0
2023-09-01 13:02:19,1.08601,1.08606,1.086,1.08601,1.0
2023-09-01 13:02:20,1.08605,1.08608,1.08603,1.08605,1.0
2023-09-01 13:02:21,1.08605,1.08609,1.08605,1.08605,5.0
2023-09-01 13:02:22,1.08606,1.08608,1.08604,1.08604,1.0
2023-09-01 13:02:23,1.08604,1.08612,1.08604,1.08608,2.0
2023-09-01 13:02:24,1.08604,1.08608,1.08604,1.08604,5.0
2023-09-01 13:02:25,1.08605,1.08608,1.08604,1.08605,5.0
2023-09-01 13:02:26,1.08605,1.08613,1.08605,1.0861,1.0
2023-09-01 13:02:27,1.08611,1.08614,1.08609,1.08609,5.0
2023-09-01 13:02:28,1.08611,1.08615,1.0861,1.08613,5.0
2023-09-01 13:02:29,1.08613,1.08621,1.08612,1.08618,1.0
2023-09-01 13:02:30,1.08617,1.08621,1.08617,1.08618,2.0
2023-09-01 13:02:31,1.08618,1.0862,1.08616,1.08616,4.0
2023-09-01 13:02:32,1.08615,1.08619,1.08615,1.08615,6.0
2023-09-01 13:02:33,1.08616,1.08628,1.08616,1.08616,1.0
2023-09-01 13:02:34,1.08628,1.08632,1.08627,1.08627,1.0
2023-09-01 13:02:35,1.08628,1.08633,1.08628,1.0863,1.0
2023-09-01 13:02:36,1.0863,1.08635,1.08629,1.08632,5.0
2023-09-01 13:02:37,1.08627,1.08633,1.08627,1.08627,2.0
2023-09-01 13:02:38,1.08625,1.0863,1.08624,1.08627,4.0
2023-09-01 13:02:39,1.08622,1.08626,1.08622,1.08623,0.0
2023-09-01 13:02:40,1.08624,1.08627,1.08622,1.08624,4.0
2023-09-01 13:02:41,1.08625,1.08629,1.08625,1.08625,1.0
2023-09-01 13:02:42,1.08625,1.08628,1.08625,1.08625,0.0
2023-09-01 13:02:43,1.08627,1.08631,1.08627,1.08627,5.0
2023-09-01 13:02:44,1.08625,1.08632,1.08625,1.08626,4.0
2023-09-01 13:02:45,1.08625,1.08628,1.08625,1.08625,4.0
2023-09-01 13:02:46,1.08626,1.08629,1.08623,1.08627,1.0
2023-09-01 13:02:47,1.08625,1.08628,1.08625,1.08625,1.0
2023-09-01 13:02:48,1.08627,1.0863,1.08627,1.08627,5.0
2023-09-01 13:02:49,1.08626,1.08631,1.08626,1.08629,1.0
2023-09-01 13:02:50,1.08627,1.08632,1.08627,1.08627,1.0
2023-09-01 13:02:51,1.08631,1.08633,1.0863,1.0863,1.0
2023-09-01 13:02:52,1.0863,1.08632,1.0863,1.0863,1.0
2023-09-01 13:02:53,1.08629,1.08632,1.08629,1.08629,5.0
2023-09-01 13:02:54,1.08634,1.08638,1.0863,1.08634,1.0
2023-09-01 13:02:55,1.08637,1.08645,1.08631,1.08632,1.0
2023-09-01 13:02:56,1.08638,1.08642,1.08636,1.08636,4.0
2023-09-01 13:02:57,1.08636,1.08642,1.08636,1.08638,1.0
2023-09-01 13:02:58,1.08639,1.08642,1.08639,1.08639,4.0
2023-09-01 13:02:59,1.08638,1.08642,1.08635,1.0864,6.0
2023-09-01 13:03:00,1.08635,1.08639,1.08635,1.08635,5.0
2023-09-01 13:03:01,1.08638,1.08644,1.08635,1.0864,5.0
2023-09-01 13:03:02,1.08646,1.0865,1.08646,1.08646,9.0
2023-09-01 13:03:03,1.08649,1.08653,1.08648,1.08649,4.0
2023-09-01 13:03:04,1.08641,1.08651,1.08641,1.08649,9.0
2023-09-01 13:03:05,1.08649,1.08651,1.08649,1.08649,0.0
2023-09-01 13:03:06,1.08641,1.08643,1.08639,1.08641,4.0
2023-09-01 13:03:07,1.0864,1.08642,1.08639,1.08639,1.0
2023-09-01 13:03:08,1.0864,1.08644,1.0864,1.08641,1.0
2023-09-01 13:03:09,1.08644,1.08648,1.08641,1.08646,1.0
2023-09-01 13:03:10,1.08642,1.08646,1.08641,1.08643,1.0
2023-09-01 13:03:11,1.08641,1.08643,1.08639,1.0864,1.0
2023-09-01 13:03:12,1.08637,1.0864,1.08635,1.08638,1.0
2023-09-01 13:03:13,1.08638,1.0864,1.08638,1.08638,0.0
2023-09-01 13:03:14,1.08636,1.0864,1.08636,1.08637,1.0
2023-09-01 13:03:15,1.08637,1.0864,1.08633,1.08633,1.0
2023-09-01 13:03:16,1.08631,1.08634,1.0863,1.0863,1.0
2023-09-01 13:03:17,1.0863,1.08635,1.0863,1.0863,5.0
2023-09-01 13:03:18,1.08635,1.08637,1.08633,1.08635,1.0
2023-09-01 13:03:19,1.08632,1.08636,1.08628,1.08628,1.0
2023-09-01 13:03:20,1.08629,1.08638,1.08629,1.0863,4.0
2023-09-01 13:03:21,1.08634,1.08637,1.08629,1.08634,5.0
2023-09-01 13:03:22,1.08628,1.08632,1.08628,1.08628,5.0
2023-09-01 13:03:23,1.08633,1.08637,1.08629,1.08633,5.0
2023-09-01 13:03:24,1.08634,1.08637,1.08634,1.08634,4.0
2023-09-01 13:03:25,1.08635,1.08637,1.08635,1.08635,1.0
2023-09-01 13:03:26,1.08635,1.08637,1.08635,1.08635,0.0
2023-09-01 13:03:27,1.08634,1.08637,1.08634,1.08634,5.0
2023-09-01 13:03:28,1.08633,1.08637,1.08625,1.08625,2.0
2023-09-01 13:03:29,1.08624,1.08626,1.08623,1.08623,4.0
2023-09-01 13:03:30,1.08622,1.08625,1.08622,1.08622,5.0
2023-09-01 13:03:31,1.08621,1.08624,1.08621,1.08621,7.0
2023-09-01 13:03:32,1.0862,1.08623,1.0862,1.0862,1.0
2023-09-01 13:03:33,1.08618,1.08623,1.08616,1.08618,1.0
2023-09-01 13:03:34,1.08618,1.08622,1.08617,1.08618,5.0
2023-09-01 13:03:35,1.08616,1.08617,1.08613,1.08616,1.0
2023-09-01 13:03:36,1.08613,1.08617,1.0861,1.0861,6.0
2023-09-01 13:03:37,1.08611,1.08615,1.0861,1.0861,4.0
2023-09-01 13:03:38,1.08613,1.08616,1.08611,1.08613,1.0
2023-09-01 13:03:39,1.08605,1.08612,1.08603,1.08604,4.0
2023-09-01 13:03:40,1.086,1.08604,1.08599,1.08599,1.0
2023-09-01 13:03:41,1.08598,1.08601,1.08597,1.08599,1.0
2023-09-01 13:03:42,1.08599,1.08606,1.08599,1.08603,2.0
2023-09-01 13:03:43,1.08598,1.08599,1.08598,1.08598,6.0
2023-09-01 13:03:44,1.08595,1.08599,1.08594,1.08595,1.0
2023-09-01 13:03:45,1.08595,1.08602,1.08595,1.08599,2.0
2023-09-01 13:03:46,1.08596,1.08599,1.08596,1.08598,1.0
2023-09-01 13:03:47,1.08599,1.08602,1.08595,1.08595,5.0
2023-09-01 13:03:48,1.08595,1.08597,1.08595,1.08595,0.0
2023-09-01 13:03:49,1.08598,1.08601,1.08598,1.08598,5.0
2023-09-01 13:03:50,1.08598,1.08601,1.08598,1.08598,0.0
2023-09-01 13:03:51,1.08601,1.08604,1.08601,1.08602,2.0
2023-09-01 13:03:52,1.08595,1.08598,1.08594,1.08596,2.0
2023-09-01 13:03:53,1.08595,1.08597,1.08595,1.08595,1.0
2023-09-01 13:03:54,1.08595,1.08597,1.08595,1.08595,1.0
2023-09-01 13:03:55,1.08595,1.08597,1.08595,1.08595,0.0
2023-09-01 13:03:56,1.08596,1.08598,1.08596,1.08596,1.0
2023-09-01 13:03:57,1.08595,1.08597,1.08592,1.08595,1.0
2023-09-01 13:03:58,1.08592,1.08593,1.08591,1.08591,1.0
2023-09-01 13:03:59,1.08594,1.08595,1.08592,1.08592,5.0
2023-09-01 13:04:00,1.0859,1.08596,1.08588,1.08593,1.0
2023-09-01 13:04:01,1.0859,1.08593,1.08589,1.08589,5.0
2023-09-01 13:04:02,1.08589,1.08591,1.08589,1.08589,0.0
2023-09-01 13:04:03,1.08594,1.08596,1.08591,1.08593,1.0
2023-09-01 13:04:04,1.08591,1.08594,1.08589,1.08592,1.0
2023-09-01 13:04:05,1.08592,1.08593,1.08592,1.08592,0.0
2023-09-01 13:04:06,1.08589,1.0859,1.08586,1.08587,1.0
2023-09-01 13:04:07,1.08586,1.08588,1.08586,1.08586,1.0
2023-09-01 13:04:08,1.08585,1.08586,1.0858,1.08585,4.0
2023-09-01 13:04:09,1.08578,1.0858,1.08578,1.08578,9.0
2023-09-01 13:04:10,1.08576,1.08579,1.08575,1.08576,2.0
2023-09-01 13:04:11,1.08579,1.08582,1.08579,1.08579,5.0
2023-09-01 13:04:12,1.0858,1.08588,1.0858,1.0858,2.0
2023-09-01 13:04:13,1.08584,1.08586,1.08582,1.08582,4.0
2023-09-01 13:04:14,1.08584,1.08588,1.08584,1.08585,1.0
2023-09-01 13:04:15,1.08586,1.08594,1.08586,1.08586,4.0
2023-09-01 13:04:16,1.08591,1.08594,1.08588,1.08591,1.0
2023-09-01 13:04:17,1.08589,1.08594,1.08589,1.08589,1.0
2023-09-01 13:04:18,1.08591,1.08599,1.08591,1.08596,1.0
2023-09-01 13:04:19,1.08604,1.08607,1.08596,1.08596,1.0
2023-09-01 13:04:20,1.086,1.08605,1.086,1.086,1.0
2023-09-01 13:04:21,1.08599,1.08603,1.08599,1.08599,6.0
2023-09-01 13:04:22,1.08598,1.086,1.08598,1.08598,2.0
2023-09-01 13:04:23,1.08598,1.086,1.08598,1.08598,1.0
2023-09-01 13:04:24,1.08598,1.086,1.08594,1.08597,1.0
2023-09-01 13:04:25,1.08596,1.086,1.08593,1.08595,1.0
2023-09-01 13:04:26,1.08596,1.08599,1.08595,1.08595,2.0
2023-09-01 13:04:27,1.08595,1.08599,1.08593,1.08595,1.0
2023-09-01 13:04:28,1.08594,1.08598,1.08587,1.08587,5.0
2023-09-01 13:04:29,1.08586,1.0859,1.08586,1.08586,2.0
2023-09-01 13:04:30,1.08587,1.08589,1.08586,1.08586,1.0
2023-09-01 13:04:31,1.08586,1.08589,1.08586,1.08586,0.0
2023-09-01 13:04:32,1.08584,1.08586,1.08581,1.08582,1.0
2023-09-01 13:04:33,1.08581,1.08588,1.0858,1.0858,1.0
2023-09-01 13:04:34,1.08591,1.08594,1.08584,1.08584,1.0
2023-09-01 13:04:35,1.0859,1.08594,1.0859,1.0859,1.0
2023-09-01 13:04:36,1.0859,1.08593,1.0859,1.0859,1.0
2023-09-01 13:04:37,1.08589,1.08592,1.08582,1.08582,1.0
2023-09-01 13:04:38,1.08582,1.08586,1.08582,1.08582,2.0
2023-09-01 13:04:39,1.08584,1.08588,1.08584,1.08584,5.0
2023-09-01 13:04:40,1.08583,1.08586,1.08577,1.08583,3.0
2023-09-01 13:04:41,1.08578,1.08583,1.08576,1.08579,5.0
2023-09-01 13:04:42,1.08576,1.08583,1.08576,1.08576,2.0
2023-09-01 13:04:43,1.08581,1.08584,1.08581,1.08581,5.0
2023-09-01 13:04:44,1.08582,1.08585,1.08581,1.08582,1.0
2023-09-01 13:04:45,1.08581,1.08584,1.08581,1.08581,2.0
2023-09-01 13:04:46,1.08577,1.0858,1.08576,1.08576,1.0
2023-09-01 13:04:47,1.08576,1.08579,1.08576,1.08576,0.0
2023-09-01 13:04:48,1.08576,1.08579,1.08576,1.08576,0.0
2023-09-01 13:04:49,1.08579,1.0858,1.08579,1.08579,1.0
2023-09-01 13:04:50,1.0858,1.08582,1.08579,1.08579,1.0
2023-09-01 13:04:51,1.08578,1.08582,1.08576,1.08578,5.0
2023-09-01 13:04:52,1.08576,1.08578,1.08576,1.08576,1.0
2023-09-01 13:04:53,1.08575,1.08578,1.08575,1.08575,6.0
2023-09-01 13:04:54,1.08576,1.08579,1.08575,1.08575,5.0
2023-09-01 13:04:55,1.08575,1.08578,1.08575,1.08575,7.0
2023-09-01 13:04:56,1.08575,1.08576,1.08572,1.08575,1.0
2023-09-01 13:04:57,1.08571,1.08576,1.08569,1.08571,5.0
2023-09-01 13:04:58,1.0857,1.08573,1.0857,1.0857,6.0
2023-09-01 13:04:59,1.08571,1.08574,1.0857,1.0857,4.0
2023-09-01 13:05:00,1.0857,1.08574,1.0857,1.0857,1.0
2023-09-01 13:05:01,1.08567,1.08574,1.08567,1.0857,10.0
2023-09-01 13:05:02,1.08566,1.08569,1.08566,1.08566,2.0
2023-09-01 13:05:03,1.08567,1.08572,1.08566,1.08566,1.0
2023-09-01 13:05:04,1.08566,1.08569,1.08566,1.08566,2.0
2023-09-01 13:05:05,1.08567,1.0857,1.08567,1.08567,1.0
2023-09-01 13:05:06,1.08569,1.08572,1.08567,1.08569,1.0
2023-09-01 13:05:07,1.08565,1.08569,1.08565,1.08567,6.0
2023-09-01 13:05:08,1.08563,1.08567,1.08562,1.08564,1.0
2023-09-01 13:05:09,1.08563,1.08566,1.08563,1.08563,5.0
2023-09-01 13:05:10,1.08562,1.08564,1.08561,1.08561,1.0
2023-09-01 13:05:11,1.0856,1.08563,1.08551,1.08553,6.0
2023-09-01 13:05:12,1.08552,1.08553,1.08545,1.08549,0.0
2023-09-01 13:05:13,1.08545,1.08551,1.08545,1.08546,4.0
2023-09-01 13:05:14,1.08545,1.08549,1.08545,1.08546,5.0
2023-09-01 13:05:15,1.0855,1.08551,1.0855,1.0855,1.0
2023-09-01 13:05:16,1.08549,1.08554,1.08549,1.08551,4.0
2023-09-01 13:05:17,1.08551,1.08558,1.0855,1.08555,4.0
2023-09-01 13:05:18,1.08552,1.08556,1.0855,1.08552,0.0
2023-09-01 13:05:19,1.08551,1.08555,1.0855,1.08551,5.0
2023-09-01 13:05:20,1.0855,1.08554,1.0855,1.0855,2.0
2023-09-01 13:05:21,1.08551,1.08556,1.08551,1.08552,1.0
2023-09-01 13:05:22,1.08553,1.08557,1.08553,1.08553,5.0
2023-09-01 13:05:23,1.08555,1.08558,1.08552,1.08553,1.0
2023-09-01 13:05:24,1.0855,1.08552,1.08549,1.08549,5.0
2023-09-01 13:05:25,1.0855,1.08554,1.0855,1.0855,1.0
2023-09-01 13:05:26,1.0855,1.08554,1.0855,1.0855,1.0
2023-09-01 13:05:27,1.0855,1.08554,1.0855,1.0855,0.0
2023-09-01 13:05:28,1.08551,1.08555,1.0855,1.0855,1.0
2023-09-01 13:05:29,1.08555,1.08559,1.08552,1.08552,0.0
2023-09-01 13:05:30,1.08556,1.08559,1.08556,1.08556,5.0
2023-09-01 13:05:31,1.08555,1.08559,1.08555,1.08556,1.0
2023-09-01 13:05:32,1.08554,1.08555,1.08551,1.08554,5.0
2023-09-01 13:05:33,1.08557,1.08559,1.08553,1.08553,1.0
2023-09-01 13:05:34,1.08557,1.08562,1.08557,1.08559,1.0
2023-09-01 13:05:35,1.0856,1.08563,1.0856,1.0856,1.0
2023-09-01 13:05:36,1.08558,1.08562,1.08558,1.08558,0.0
2023-09-01 13:05:37,1.08557,1.08562,1.08557,1.08557,0.0
2023-09-01 13:05:38,1.08554,1.08555,1.08551,1.08551,0.0
2023-09-01 13:05:39,1.08551,1.08554,1.0855,1.08551,0.0
2023-09-01 13:05:40,1.08552,1.08554,1.0855,1.0855,1.0
2023-09-01 13:05:41,1.08553,1.08557,1.08551,1.08555,5.0
2023-09-01 13:05:42,1.08549,1.08554,1.08543,1.08552,1.0
2023-09-01 13:05:43,1.08542,1.08544,1.08539,1.08539,0.0
2023-09-01 13:05:44,1.08541,1.08544,1.08541,1.08541,1.0
2023-09-01 13:05:45,1.08541,1.08544,1.08541,1.08541,0.0
2023-09-01 13:05:46,1.08542,1.08546,1.08542,1.08545,1.0
2023-09-01 13:05:47,1.08541,1.08544,1.08541,1.08541,0.0
2023-09-01 13:05:48,1.08544,1.08549,1.08544,1.08546,2.0
2023-09-01 13:05:49,1.08548,1.08554,1.08547,1.08548,1.0
2023-09-01 13:05:50,1.08548,1.0855,1.08548,1.08548,0.0
2023-09-01 13:05:51,1.08553,1.08556,1.0855,1.0855,5.0
2023-09-01 13:05:52,1.0855,1.08552,1.08546,1.08546,2.0
2023-09-01 13:05:53,1.08537,1.08546,1.08537,1.08543,0.0
2023-09-01 13:05:54,1.0853,1.08538,1.0853,1.08536,1.0
2023-09-01 13:05:55,1.08529,1.0853,1.08527,1.08527,0.0
2023-09-01 13:05:56,1.08526,1.0853,1.08526,1.08526,1.0
2023-09-01 13:05:57,1.08526,1.0853,1.08526,1.08526,5.0
2023-09-01 13:05:58,1.08527,1.08529,1.08526,1.08526,4.0
2023-09-01 13:05:59,1.08527,1.08531,1.08526,1.08528,5.0
2023-09-01 13:06:00,1.08526,1.08531,1.08526,1.08527,6.0
2023-09-01 13:06:01,1.08529,1.08534,1.08528,1.08529,5.0
2023-09-01 13:06:02,1.08526,1.08529,1.08526,1.08526,0.0
2023-09-01 13:06:03,1.08525,1.08527,1.08525,1.08526,0.0
2023-09-01 13:06:04,1.08525,1.08527,1.08524,1.08525,0.0
2023-09-01 13:06:05,1.0852,1.08525,1.0852,1.08523,5.0
2023-09-01 13:06:06,1.08525,1.08531,1.08522,1.08527,4.0
2023-09-01 13:06:07,1.08529,1.08533,1.0852,1.08527,1.0
2023-09-01 13:06:08,1.08521,1.08524,1.08521,1.08521,4.0
2023-09-01 13:06:09,1.08522,1.08526,1.08521,1.08522,2.0
2023-09-01 13:06:10,1.08524,1.08526,1.08521,1.08521,1.0
2023-09-01 13:06:11,1.08514,1.08524,1.08514,1.08522,5.0
2023-09-01 13:06:12,1.08515,1.08518,1.08514,1.08515,1.0
2023-09-01 13:06:13,1.08514,1.08518,1.08514,1.08514,8.0
2023-09-01 13:06:14,1.08516,1.08518,1.08514,1.08514,4.0
2023-09-01 13:06:15,1.08517,1.0852,1.08517,1.08518,4.0
2023-09-01 13:06:16,1.08517,1.08521,1.08516,1.08517,5.0
